UserID,Umur,Gender,Daerah,Kategori
U0773,22,L,Jakarta,Edukasi
U0774,72,L,Tangerang,Travel
U0775,58,L,Balikpapan,Olahraga
U0776,18,L,Padang,Edukasi
U0777,34,P,Bekasi,Musik
U0778,34,P,Balikpapan,Musik
U0779,20,P,Denpasar,Travel
U0780,20,P,Yogyakarta,Travel
U0781,67,P,Yogyakarta,Teknologi
U0782,58,L,Medan,Fashion
U0783,19,P,Makassar,Olahraga
U0784,33,P,Tangerang,Kuliner
U0785,57,L,Bandung,Teknologi
U0786,20,P,Bandung,Travel
U0787,40,L,Bandung,Game
U0788,44,L,Makassar,Teknologi
U0789,58,P,Palembang,Edukasi
U0790,54,L,Pontianak,Teknologi
U0791,30,L,Padang,Edukasi
U0792,78,P,Bogor,Travel
U0793,53,L,Palembang,Teknologi
U0794,75,P,Batam,Edukasi
U0795,57,L,Surabaya,Fashion
U0796,34,L,Batam,Edukasi
U0797,43,L,Tangerang,Olahraga
U0798,29,P,Palembang,Teknologi
U0799,57,P,Pontianak,Kuliner
U0800,58,L,Jakarta,Travel
U0801,53,P,Bogor,Teknologi
U0802,65,L,Semarang,Teknologi
U0803,38,P,Bogor,Fashion
U0804,47,L,Pontianak,Teknologi
U0805,33,L,Semarang,Olahraga
U0806,27,P,Batam,Musik
U0807,17,L,Bekasi,Musik
U0808,21,P,Tangerang,Olahraga
U0809,79,L,Pontianak,Kuliner
U0810,34,L,Jakarta,Kuliner
U0811,36,P,Padang,Kuliner
U0812,69,L,Semarang,Kuliner
U0813,59,P,Tangerang,Musik
U0814,24,L,Bekasi,Game
U0815,69,L,Denpasar,Musik
U0816,30,P,Tangerang,Musik
U0817,59,P,Semarang,Travel
U0818,77,L,Makassar,Teknologi
U0819,48,P,Jakarta,Edukasi
U0820,26,P,Palembang,Musik
U0821,75,P,Tangerang,Musik
U0822,80,L,Bekasi,Musik
U0823,64,P,Palembang,Musik
U0824,30,L,Surabaya,Travel
U0825,28,P,Denpasar,Fashion
U0826,71,P,Batam,Teknologi
U0827,38,L,Makassar,Teknologi
U0828,75,P,Yogyakarta,Game
U0829,78,L,Yogyakarta,Fashion
U0830,17,L,Padang,Edukasi
U0831,34,P,Batam,Film
U0832,67,L,Medan,Kuliner
U0833,69,L,Medan,Kuliner
U0834,67,P,Bandung,Fashion
U0835,21,P,Depok,Kuliner
U0836,51,P,Tangerang,Olahraga
U0837,57,L,Jakarta,Travel
U0838,21,L,Batam,Olahraga
U0839,28,L,Batam,Film
U0840,44,P,Bekasi,Edukasi
U0841,53,P,Batam,Musik
U0842,70,P,Depok,Musik
U0843,18,L,Bandung,Musik
U0844,49,L,Palembang,Teknologi
U0845,33,L,Depok,Travel
U0846,61,L,Bekasi,Game
U0847,17,L,Manado,Musik
U0848,29,L,Batam,Teknologi
U0849,28,P,Surabaya,Game
U0850,58,L,Tangerang,Game
U0851,20,L,Bandung,Travel
U0852,79,P,Manado,Film
U0853,67,L,Surabaya,Travel
U0854,18,L,Bandung,Film
U0855,18,P,Medan,Game
U0856,44,L,Bogor,Musik
U0857,29,L,Batam,Kuliner
U0858,64,P,Yogyakarta,Film
U0859,26,P,Medan,Musik
U0860,64,P,Balikpapan,Kuliner
U0861,46,L,Depok,Kuliner
U0862,17,L,Yogyakarta,Travel
U0863,28,L,Makassar,Kuliner
U0864,63,L,Balikpapan,Teknologi
U0865,62,L,Tangerang,Film
U0866,77,P,Medan,Film
U0867,26,L,Denpasar,Edukasi
U0868,38,L,Yogyakarta,Fashion
U0869,21,L,Bekasi,Edukasi
U0870,29,L,Denpasar,Travel
U0871,55,L,Tangerang,Olahraga
U0872,35,P,Jakarta,Edukasi
U0873,74,P,Tangerang,Travel
U0874,36,P,Surabaya,Musik
U0875,70,P,Pontianak,Film
U0876,54,P,Makassar,Olahraga
U0877,59,P,Manado,Olahraga
U0878,71,L,Palembang,Fashion
U0879,22,L,Batam,Musik
U0880,80,L,Padang,Teknologi
U0881,43,L,Medan,Kuliner
U0882,58,L,Batam,Game
U0883,78,P,Padang,Musik
U0884,66,P,Surabaya,Fashion
U0885,39,L,Bandung,Film
U0886,28,L,Manado,Olahraga
U0887,61,P,Bandung,Edukasi
U0888,71,L,Medan,Film
U0889,28,P,Pontianak,Musik
U0890,37,P,Depok,Olahraga
U0891,36,P,Pontianak,Film
U0892,58,L,Batam,Kuliner
U0893,23,L,Jakarta,Game
U0894,70,L,Pontianak,Teknologi
U0895,26,L,Manado,Game
U0896,28,L,Jakarta,Fashion
U0897,55,L,Depok,Edukasi
U0898,43,P,Surabaya,Film
U0899,71,P,Bandung,Kuliner
U0900,26,L,Bekasi,Travel
U0901,69,P,Batam,Game
U0902,61,L,Batam,Olahraga
U0903,31,P,Batam,Musik
U0904,75,P,Tangerang,Edukasi
U0905,18,P,Palembang,Musik
U0906,53,P,Bogor,Game
U0907,48,L,Batam,Musik
U0908,23,L,Surabaya,Fashion
U0909,75,P,Yogyakarta,Film
U0910,68,P,Bogor,Film
U0911,68,P,Jakarta,Teknologi
U0912,29,L,Pontianak,Fashion
U0913,80,P,Makassar,Fashion
U0914,80,P,Batam,Game
U0915,63,L,Denpasar,Game
U0916,48,L,Padang,Edukasi
U0917,19,L,Depok,Fashion
U0918,36,L,Balikpapan,Travel
U0919,20,P,Tangerang,Olahraga
U0920,42,P,Surabaya,Fashion
U0921,73,L,Denpasar,Game
U0922,79,L,Manado,Fashion
U0923,19,L,Depok,Olahraga
U0924,66,L,Bogor,Fashion
U0925,54,L,Batam,Edukasi
U0926,47,P,Denpasar,Travel
U0927,45,L,Jakarta,Film
U0928,42,L,Semarang,Kuliner
U0929,28,L,Pontianak,Kuliner
U0930,20,P,Denpasar,Fashion
U0931,28,L,Bogor,Olahraga
U0932,79,L,Semarang,Fashion
U0933,72,L,Makassar,Kuliner
U0934,77,L,Surabaya,Game
U0935,70,L,Tangerang,Fashion
U0936,76,L,Pontianak,Fashion
U0937,71,L,Tangerang,Fashion
U0938,28,P,Pontianak,Fashion
U0939,37,P,Medan,Musik
U0940,20,P,Surabaya,Travel
U0941,66,L,Manado,Travel
U0942,29,L,Bekasi,Kuliner
U0943,71,L,Yogyakarta,Film
U0944,30,L,Jakarta,Kuliner
U0945,24,L,Balikpapan,Olahraga
U0946,24,P,Manado,Teknologi
U0947,46,L,Denpasar,Olahraga
U0948,56,P,Batam,Film
U0949,54,P,Semarang,Edukasi
U0950,66,L,Manado,Teknologi
U0951,19,L,Yogyakarta,Game
U0952,53,P,Semarang,Kuliner
U0953,57,L,Palembang,Game
U0954,78,P,Makassar,Olahraga
U0955,23,L,Medan,Kuliner
U0956,58,P,Pontianak,Musik
U0957,40,P,Jakarta,Game
U0958,42,L,Bekasi,Olahraga
U0959,34,L,Surabaya,Travel
U0960,66,L,Pontianak,Kuliner
U0961,41,P,Padang,Game
U0962,40,L,Denpasar,Kuliner
U0963,31,P,Batam,Olahraga
U0964,80,L,Yogyakarta,Kuliner
U0965,36,P,Depok,Film
U0966,58,P,Semarang,Game
U0967,27,L,Palembang,Edukasi
U0968,78,P,Palembang,Edukasi
U0969,35,L,Depok,Musik
U0970,39,P,Palembang,Kuliner
U0971,65,P,Depok,Edukasi
U0972,24,P,Tangerang,Kuliner
U0973,26,L,Manado,Olahraga
U0974,20,P,Denpasar,Musik
U0975,31,P,Tangerang,Film
U0976,56,L,Pontianak,Edukasi
U0977,42,P,Jakarta,Game
U0978,52,P,Depok,Fashion
U0979,28,P,Jakarta,Kuliner
U0980,46,L,Depok,Teknologi
U0981,51,P,Balikpapan,Kuliner
U0982,30,L,Bandung,Film
U0983,32,P,Balikpapan,Travel
U0984,28,P,Manado,Olahraga
U0985,66,L,Denpasar,Travel
U0986,74,P,Bogor,Edukasi
U0987,37,L,Semarang,Kuliner
U0988,55,P,Semarang,Musik
U0989,46,P,Bekasi,Film
U0990,47,L,Tangerang,Musik
U0991,67,L,Padang,Travel
U0992,23,P,Balikpapan,Film
U0993,53,L,Makassar,Edukasi
U0994,50,L,Batam,Musik
U0995,18,L,Padang,Kuliner
U0996,44,L,Yogyakarta,Travel
U0997,41,L,Denpasar,Edukasi
U0998,59,P,Bekasi,Film
U0999,17,L,Semarang,Teknologi
U1000,45,P,Surabaya,Travel
U1001,76,L,Makassar,Kuliner
U1002,38,L,Bogor,Teknologi
U1003,62,P,Yogyakarta,Teknologi
U1004,55,L,Semarang,Olahraga
U1005,23,L,Makassar,Musik
U1006,27,P,Padang,Travel
U1007,68,L,Padang,Kuliner
U1008,28,P,Batam,Travel
U1009,74,P,Yogyakarta,Film
U1010,47,L,Manado,Game
U1011,69,L,Tangerang,Game
U1012,77,L,Bogor,Musik
U1013,66,L,Denpasar,Olahraga
U1014,50,P,Bogor,Teknologi
U1015,48,P,Jakarta,Musik
U1016,80,P,Batam,Olahraga
U1017,72,P,Medan,Teknologi
U1018,43,P,Medan,Film
U1019,63,L,Medan,Film
U1020,53,L,Batam,Kuliner
U1021,45,P,Tangerang,Musik
U1022,53,L,Balikpapan,Game
U1023,32,P,Tangerang,Edukasi
U1024,33,L,Medan,Fashion
